chr1	878306	878912	peak1	31	.	100.550	-1	-1
chr1	912240	912657	peak2	36	.	117.090	-1	-1
chr1	1624490	1624709	peak3	135	.	436.290	-1	-1
chr1	1677585	1678018	peak4	185	.	596.790	-1	-1
chr1	4440524	4441171	peak5	83	.	269.190	-1	-1
chr1	6051875	6052522	peak6	57	.	183.540	-1	-1
chr1	6614303	6614840	peak7	46	.	150.090	-1	-1
chr1	6855751	6856163	peak8	55	.	178.070	-1	-1
chr1	6860755	6861185	peak9	94	.	302.690	-1	-1
chr1	7359365	7359960	peak10	140	.	450.510	-1	-1
chr1	7360978	7361510	peak11	111	.	358.290	-1	-1
chr1	7395637	7395947	peak12	39	.	127.350	-1	-1
chr1	7461822	7462506	peak13	70	.	225.100	-1	-1
chr1	8064710	8065696	peak14	41	.	133.920	-1	-1
chr1	8074992	8075378	peak15	72	.	233.760	-1	-1
chr1	8086737	8087893	peak16	35	.	114.100	-1	-1
chr1	8107679	8108228	peak17	62	.	202.260	-1	-1
chr1	8121274	8121821	peak18	54	.	175.370	-1	-1
chr1	8143978	8144605	peak19	84	.	272.670	-1	-1
chr1	8242020	8243001	peak20	535	.	1719.250	-1	-1
chr1	8254464	8255112	peak21	167	.	537.250	-1	-1
chr1	8257643	8258300	peak22	35	.	113.300	-1	-1
chr1	8271823	8272625	peak23	143	.	459.480	-1	-1
chr1	8318794	8319928	peak24	53	.	172.190	-1	-1
chr1	8730232	8731028	peak25	43	.	140.210	-1	-1
chr1	8772035	8773275	peak26	328	.	1054.870	-1	-1
chr1	8806150	8806468	peak27	33	.	107.490	-1	-1
chr1	8963562	8964361	peak28	31	.	101.790	-1	-1
chr1	9135012	9135556	peak29	45	.	147.110	-1	-1
chr1	9391624	9392240	peak30	89	.	287.080	-1	-1
chr1	10447522	10448034	peak31	33	.	106.120	-1	-1
chr1	11072258	11073053	peak32	139	.	448.330	-1	-1
chr1	11538743	11539357	peak33	42	.	135.750	-1	-1
chr1	11968018	11968719	peak34	41	.	132.090	-1	-1
chr1	12415938	12416413	peak35	34	.	109.980	-1	-1
chr1	12441260	12441723	peak36	37	.	121.440	-1	-1
chr1	12537977	12538914	peak37	224	.	722.290	-1	-1
chr1	12588214	12589054	peak38	79	.	256.600	-1	-1
chr1	12599932	12600547	peak39	33	.	108.300	-1	-1
chr1	12609554	12610386	peak40	94	.	303.980	-1	-1
chr1	12655678	12657002	peak41	209	.	674.110	-1	-1
chr1	12664308	12664848	peak42	67	.	217.030	-1	-1
chr1	15527108	15527500	peak43	38	.	124.310	-1	-1
chr1	15611449	15611832	peak44	42	.	135.330	-1	-1
chr1	15682476	15683175	peak45	56	.	181.240	-1	-1
chr1	15683355	15683875	peak46	32	.	103.990	-1	-1
chr1	15743927	15744425	peak47	37	.	121.520	-1	-1
chr1	16125449	16126046	peak48	63	.	204.380	-1	-1
chr1	16126454	16127738	peak49	212	.	681.240	-1	-1
chr1	16447396	16447924	peak50	40	.	130.350	-1	-1
chr1	16469913	16470897	peak51	45	.	144.560	-1	-1
chr1	16840281	16840878	peak52	100	.	323.890	-1	-1
chr1	17222548	17222844	peak53	52	.	167.370	-1	-1
chr1	17454815	17455369	peak54	67	.	217.270	-1	-1
chr1	17559429	17560694	peak55	100	.	323.750	-1	-1
chr1	19333817	19334496	peak56	35	.	112.760	-1	-1
chr1	19336109	19336912	peak57	38	.	125.180	-1	-1
chr1	19831211	19831814	peak58	197	.	633.050	-1	-1
chr1	20802589	20803394	peak59	80	.	257.100	-1	-1
chr1	20939970	20940766	peak60	70	.	225.100	-1	-1
chr1	21173880	21175207	peak61	434	.	1395.690	-1	-1
chr1	21223238	21223944	peak62	429	.	1378.560	-1	-1
chr1	21591330	21591854	peak63	57	.	185.630	-1	-1
chr1	22102450	22103102	peak64	105	.	338.050	-1	-1
chr1	22583670	22584302	peak65	86	.	278.620	-1	-1
chr1	22585959	22586844	peak66	37	.	121.570	-1	-1
chr1	22674777	22675293	peak67	48	.	157.240	-1	-1
chr1	23072413	23073004	peak68	32	.	105.350	-1	-1
chr1	23073760	23074404	peak69	89	.	286.630	-1	-1
chr1	23866222	23866793	peak70	47	.	152.500	-1	-1
chr1	23882150	23883867	peak71	140	.	450.900	-1	-1
chr1	23888640	23889212	peak72	48	.	157.240	-1	-1
chr1	23911860	23912588	peak73	448	.	1439.180	-1	-1
chr1	24345217	24345855	peak74	49	.	159.640	-1	-1
chr1	24592952	24593539	peak75	45	.	146.180	-1	-1
chr1	24610130	24610850	peak76	197	.	634.060	-1	-1
chr1	24620643	24621702	peak77	100	.	322.010	-1	-1
chr1	24701332	24702233	peak78	83	.	267.410	-1	-1
chr1	24885501	24886058	peak79	128	.	413.520	-1	-1
chr1	26424171	26424615	peak80	43	.	141.180	-1	-1
chr1	26731107	26731610	peak81	135	.	433.630	-1	-1
chr1	27489623	27490018	peak82	38	.	123.120	-1	-1
chr1	31917537	31918310	peak83	41	.	133.810	-1	-1
chr1	32421588	32422032	peak84	34	.	110.820	-1	-1
chr1	33399549	33400088	peak85	114	.	367.420	-1	-1
chr1	33807780	33808304	peak86	45	.	145.770	-1	-1
chr1	36851367	36852439	peak87	124	.	399.580	-1	-1
chr1	36952415	36953007	peak88	50	.	161.830	-1	-1
chr1	37920543	37921134	peak89	42	.	137.250	-1	-1
chr1	39456524	39457129	peak90	44	.	144.490	-1	-1
chr1	39644090	39645050	peak91	82	.	263.930	-1	-1
chr1	39649284	39649915	peak92	46	.	150.630	-1	-1
chr1	39864222	39864768	peak93	34	.	112.190	-1	-1
chr1	40596655	40596973	peak94	40	.	129.030	-1	-1
chr1	40605703	40606403	peak95	172	.	552.430	-1	-1
chr1	41341371	41341813	peak96	37	.	120.630	-1	-1
chr1	41442465	41443093	peak97	164	.	527.090	-1	-1
chr1	41616629	41617102	peak98	172	.	554.380	-1	-1
chr1	41618273	41618840	peak99	40	.	129.790	-1	-1
chr1	41951311	41951849	peak100	86	.	279.050	-1	-1
chr1	42687898	42688444	peak101	79	.	254.140	-1	-1
chr1	42692394	42692770	peak102	38	.	124.530	-1	-1
chr1	42801467	42802298	peak103	52	.	167.930	-1	-1
chr1	42805661	42806311	peak104	143	.	462.040	-1	-1
chr1	43401979	43402652	peak105	35	.	113.910	-1	-1
chr1	43402717	43403296	peak106	38	.	124.730	-1	-1
chr1	43672305	43673033	peak107	132	.	425.790	-1	-1
chr1	44793300	44794049	peak108	89	.	287.450	-1	-1
chr1	45187236	45187711	peak109	48	.	157.240	-1	-1
chr1	45637706	45638114	peak110	45	.	144.820	-1	-1
chr1	45987230	45987854	peak111	51	.	166.620	-1	-1
chr1	46337794	46338221	peak112	42	.	137.700	-1	-1
chr1	46598037	46598785	peak113	83	.	267.410	-1	-1
chr1	46768779	46769550	peak114	35	.	114.020	-1	-1
chr1	47943605	47944248	peak115	68	.	218.540	-1	-1
chr1	49344214	49344597	peak116	77	.	249.010	-1	-1
chr1	49383412	49384325	peak117	62	.	199.970	-1	-1
chr1	49397177	49397757	peak118	49	.	157.960	-1	-1
chr1	49812529	49812922	peak119	46	.	148.420	-1	-1
chr1	52155900	52156846	peak120	194	.	625.990	-1	-1
chr1	53573086	53573839	peak121	236	.	759.270	-1	-1
chr1	55334818	55335298	peak122	47	.	153.340	-1	-1
chr1	55348046	55348751	peak123	116	.	373.380	-1	-1
chr1	55776111	55777045	peak124	49	.	160.340	-1	-1
chr1	55894545	55895519	peak125	884	.	2840.550	-1	-1
chr1	55913039	55913612	peak126	145	.	467.310	-1	-1
chr1	56149684	56150366	peak127	59	.	190.150	-1	-1
chr1	56184451	56184942	peak128	43	.	140.170	-1	-1
chr1	56880301	56880849	peak129	37	.	121.140	-1	-1
chr1	57035275	57035757	peak130	56	.	180.210	-1	-1
chr1	57093164	57093592	peak131	39	.	126.490	-1	-1
chr1	57154067	57154851	peak132	288	.	926.350	-1	-1
chr1	59249427	59250425	peak133	35	.	112.840	-1	-1
chr1	59280631	59281244	peak134	100	.	322.610	-1	-1
chr1	59314318	59314978	peak135	44	.	142.370	-1	-1
chr1	59509338	59509860	peak136	73	.	235.480	-1	-1
chr1	61604981	61605548	peak137	44	.	144.490	-1	-1
chr1	61736834	61737153	peak138	32	.	105.970	-1	-1
chr1	61906798	61907233	peak139	45	.	145.900	-1	-1
chr1	61907380	61907933	peak140	178	.	574.070	-1	-1
chr1	61916031	61916538	peak141	52	.	167.780	-1	-1
chr1	61918346	61919301	peak142	139	.	447.110	-1	-1
chr1	61952351	61952809	peak143	103	.	332.260	-1	-1
chr1	61961998	61962577	peak144	60	.	193.780	-1	-1
chr1	63079567	63080018	peak145	41	.	131.800	-1	-1
chr1	64197120	64197821	peak146	66	.	212.360	-1	-1
chr1	64385926	64386670	peak147	212	.	681.620	-1	-1
chr1	64638122	64638505	peak148	38	.	124.010	-1	-1
chr1	64808938	64809752	peak149	189	.	608.820	-1	-1
chr1	65061373	65062168	peak150	356	.	1144.450	-1	-1
chr1	65152656	65153139	peak151	37	.	120.220	-1	-1
chr1	65363740	65364294	peak152	48	.	157.240	-1	-1
chr1	65381493	65381879	peak153	97	.	312.650	-1	-1
chr1	65383051	65383618	peak154	32	.	105.770	-1	-1
chr1	66648060	66648972	peak155	609	.	1958.850	-1	-1
chr1	66672301	66672934	peak156	75	.	241.770	-1	-1
chr1	66736838	66737924	peak157	220	.	708.390	-1	-1
chr1	66751460	66752585	peak158	411	.	1322.390	-1	-1
chr1	66917711	66918334	peak159	111	.	358.120	-1	-1
chr1	68257316	68258206	peak160	86	.	279.210	-1	-1
chr1	68345614	68346366	peak161	423	.	1359.220	-1	-1
chr1	68444678	68445374	peak162	320	.	1030.090	-1	-1
chr1	68452991	68453489	peak163	39	.	128.430	-1	-1
chr1	74822106	74822681	peak164	105	.	338.390	-1	-1
chr1	75195814	75196260	peak165	131	.	421.470	-1	-1
chr1	76525024	76525590	peak166	156	.	503.350	-1	-1
chr1	77787629	77788236	peak167	42	.	137.250	-1	-1
chr1	78148129	78148730	peak168	83	.	268.660	-1	-1
chr1	79299126	79299523	peak169	43	.	138.110	-1	-1
chr1	79788954	79789333	peak170	33	.	106.090	-1	-1
chr1	80858096	80858567	peak171	93	.	299.030	-1	-1
chr1	81644959	81645262	peak172	32	.	104.360	-1	-1
chr1	84712931	84713793	peak173	188	.	606.440	-1	-1
chr1	84719633	84719999	peak174	61	.	197.290	-1	-1
chr1	85794531	85795050	peak175	60	.	193.230	-1	-1
chr1	86010246	86010870	peak176	51	.	164.560	-1	-1
chr1	86046048	86046681	peak177	32	.	102.800	-1	-1
chr1	86072744	86073444	peak178	41	.	133.600	-1	-1
chr1	86095111	86095756	peak179	80	.	258.560	-1	-1
chr1	86173861	86174383	peak180	32	.	105.950	-1	-1
chr1	86315788	86316314	peak181	49	.	157.960	-1	-1
chr1	87239970	87240633	peak182	121	.	389.860	-1	-1
chr1	87258647	87259264	peak183	91	.	293.640	-1	-1
chr1	87458929	87459477	peak184	65	.	209.290	-1	-1
chr1	88271653	88272180	peak185	61	.	196.800	-1	-1
chr1	88354117	88354600	peak186	94	.	302.780	-1	-1
chr1	88421703	88422221	peak187	59	.	192.350	-1	-1
chr1	88641353	88641817	peak188	35	.	115.420	-1	-1
chr1	90137602	90138169	peak189	50	.	163.660	-1	-1
chr1	90331623	90332019	peak190	34	.	110.590	-1	-1
chr1	90355564	90356361	peak191	168	.	541.480	-1	-1
chr1	90372087	90372756	peak192	126	.	404.760	-1	-1
chr1	90376259	90376870	peak193	36	.	117.250	-1	-1
chr1	90408307	90409109	peak194	181	.	583.500	-1	-1
chr1	91852566	91853212	peak195	104	.	336.960	-1	-1
chr1	92366143	92366546	peak196	34	.	109.880	-1	-1
chr1	93399200	93399595	peak197	43	.	138.580	-1	-1
chr1	94129910	94130589	peak198	36	.	117.990	-1	-1
chr1	94137449	94138120	peak199	151	.	487.290	-1	-1
chr1	94244976	94245877	peak200	97	.	312.460	-1	-1
chr1	94269952	94270308	peak201	46	.	149.180	-1	-1
chr1	94787176	94787744	peak202	49	.	158.780	-1	-1
chr1	94791066	94791905	peak203	72	.	232.180	-1	-1
chr1	94849500	94850017	peak204	58	.	189.260	-1	-1
chr1	95407744	95408154	peak205	35	.	113.190	-1	-1
chr1	95459423	95459846	peak206	35	.	115.370	-1	-1
chr1	95552617	95553049	peak207	41	.	132.900	-1	-1
chr1	97559571	97560318	peak208	162	.	521.360	-1	-1
chr1	97737606	97738056	peak209	48	.	157.130	-1	-1
chr1	97743473	97743840	peak210	37	.	118.940	-1	-1
chr1	98454623	98455079	peak211	33	.	108.530	-1	-1
chr1	98552285	98552813	peak212	70	.	225.040	-1	-1
chr1	98743567	98744036	peak213	35	.	113.100	-1	-1
chr1	98794360	98794795	peak214	31	.	101.300	-1	-1
chr1	98796777	98797273	peak215	91	.	292.940	-1	-1
chr1	100065169	100065646	peak216	56	.	181.300	-1	-1
chr1	103363056	103363366	peak217	37	.	121.450	-1	-1
chr1	108225659	108226197	peak218	33	.	108.630	-1	-1
chr1	110490857	110491295	peak219	71	.	228.990	-1	-1
chr1	110502380	110503527	peak220	76	.	244.480	-1	-1
chr1	111991641	111992297	peak221	32	.	103.080	-1	-1
chr1	112297870	112298777	peak222	40	.	128.550	-1	-1
chr1	114217147	114217685	peak223	41	.	132.940	-1	-1
chr1	115711153	115711768	peak224	116	.	373.480	-1	-1
chr1	115721933	115722709	peak225	86	.	278.810	-1	-1
chr1	119916860	119917633	peak226	151	.	485.070	-1	-1
chr1	120322570	120322868	peak227	44	.	144.360	-1	-1
chr1	144533540	144534470	peak228	40	.	129.100	-1	-1
chr1	145382624	145383253	peak229	78	.	251.290	-1	-1
chr1	145398910	145399592	peak230	48	.	156.040	-1	-1
chr1	145694378	145694990	peak231	125	.	401.500	-1	-1
chr1	145723279	145723931	peak232	88	.	285.520	-1	-1
chr1	148241264	148241737	peak233	98	.	315.910	-1	-1
chr1	149223337	149224310	peak234	38	.	124.090	-1	-1
chr1	149858816	149859699	peak235	79	.	253.950	-1	-1
chr1	151167682	151168193	peak236	53	.	172.020	-1	-1
chr1	151519399	151520240	peak237	95	.	307.410	-1	-1
chr1	151521222	151521767	peak238	287	.	923.980	-1	-1
chr1	151568829	151569499	peak239	63	.	203.990	-1	-1
chr1	151945283	151945924	peak240	32	.	103.940	-1	-1
chr1	151960715	151961452	peak241	77	.	247.760	-1	-1
chr1	152007445	152007865	peak242	55	.	177.510	-1	-1
chr1	152020417	152021409	peak243	33	.	107.200	-1	-1
chr1	152474014	152474631	peak244	40	.	128.690	-1	-1
chr1	153538867	153539507	peak245	65	.	208.770	-1	-1
chr1	154390521	154391281	peak246	117	.	376.670	-1	-1
chr1	154908793	154910023	peak247	132	.	424.870	-1	-1
chr1	155194523	155194880	peak248	35	.	115.400	-1	-1
chr1	155532350	155533275	peak249	70	.	225.010	-1	-1
chr1	155618384	155618708	peak250	38	.	123.510	-1	-1
chr1	155657944	155659026	peak251	46	.	148.710	-1	-1
chr1	156186166	156186721	peak252	86	.	278.220	-1	-1
chr1	156252230	156252988	peak253	60	.	193.670	-1	-1
chr1	156586127	156586688	peak254	38	.	123.470	-1	-1
chr1	156766931	156767420	peak255	40	.	130.010	-1	-1
chr1	159199585	159200022	peak256	74	.	239.020	-1	-1
chr1	159251813	159252262	peak257	44	.	144.490	-1	-1
chr1	159884115	159884603	peak258	47	.	152.200	-1	-1
chr1	159885821	159886597	peak259	93	.	301.730	-1	-1
chr1	159894131	159895497	peak260	64	.	208.140	-1	-1
chr1	160978550	160979027	peak261	35	.	112.600	-1	-1
chr1	161735822	161736333	peak262	42	.	137.650	-1	-1
chr1	162375635	162376177	peak263	61	.	198.470	-1	-1
chr1	163259944	163260380	peak264	53	.	171.710	-1	-1
chr1	163866591	163867056	peak265	46	.	150.170	-1	-1
chr1	164027512	164027869	peak266	43	.	138.340	-1	-1
chr1	164717287	164718246	peak267	644	.	2069.450	-1	-1
chr1	164736636	164737108	peak268	39	.	127.990	-1	-1
chr1	167895790	167896269	peak269	48	.	157.240	-1	-1
chr1	168678329	168679681	peak270	47	.	153.840	-1	-1
chr1	168721170	168721876	peak271	81	.	260.940	-1	-1
chr1	168830709	168831358	peak272	296	.	953.660	-1	-1
chr1	168832869	168833573	peak273	97	.	311.680	-1	-1
chr1	168889566	168890392	peak274	32	.	103.490	-1	-1
chr1	168892893	168893344	peak275	33	.	106.130	-1	-1
chr1	169029284	169029682	peak276	35	.	114.350	-1	-1
chr1	169078821	169079557	peak277	37	.	119.850	-1	-1
chr1	169911424	169911983	peak278	54	.	173.960	-1	-1
chr1	172291279	172292281	peak279	56	.	180.010	-1	-1
chr1	172320789	172321288	peak280	38	.	122.260	-1	-1
chr1	172325662	172326202	peak281	49	.	158.950	-1	-1
chr1	172327471	172328645	peak282	148	.	478.070	-1	-1
chr1	172429297	172429639	peak283	53	.	172.610	-1	-1
chr1	172430064	172430582	peak284	63	.	203.880	-1	-1
chr1	172715402	172716018	peak285	115	.	371.740	-1	-1
chr1	172864907	172865427	peak286	73	.	236.350	-1	-1
chr1	172902822	172903815	peak287	330	.	1060.010	-1	-1
chr1	172938653	172939246	peak288	276	.	887.300	-1	-1
chr1	172945323	172946174	peak289	95	.	306.830	-1	-1
chr1	173238456	173238999	peak290	74	.	238.320	-1	-1
chr1	178207662	178208361	peak291	232	.	745.720	-1	-1
chr1	178994576	178996254	peak292	68	.	220.740	-1	-1
chr1	181042628	181043156	peak293	85	.	273.990	-1	-1
chr1	181081500	181082158	peak294	50	.	162.540	-1	-1
chr1	182089455	182090450	peak295	76	.	246.580	-1	-1
chr1	183029564	183030094	peak296	162	.	520.530	-1	-1
chr1	183108671	183109094	peak297	33	.	109.140	-1	-1
chr1	183440809	183441746	peak298	98	.	316.590	-1	-1
chr1	183668548	183669359	peak299	244	.	785.690	-1	-1
chr1	183861452	183862004	peak300	36	.	116.400	-1	-1
chr1	184562685	184563249	peak301	119	.	384.220	-1	-1
chr1	184592938	184593514	peak302	42	.	136.460	-1	-1
chr1	184874714	184875159	peak303	69	.	223.020	-1	-1
chr1	185296244	185296651	peak304	38	.	122.620	-1	-1
chr1	185410576	185411191	peak305	134	.	431.420	-1	-1
chr1	185422786	185423494	peak306	53	.	172.780	-1	-1
chr1	185534355	185534875	peak307	45	.	145.600	-1	-1
chr1	185554689	185555453	peak308	306	.	985.470	-1	-1
chr1	185615137	185615962	peak309	196	.	632.340	-1	-1
chr1	185665854	185666327	peak310	47	.	152.390	-1	-1
chr1	186411667	186412382	peak311	91	.	295.230	-1	-1
chr1	186461676	186462457	peak312	143	.	461.870	-1	-1
chr1	186467691	186468585	peak313	103	.	330.970	-1	-1
chr1	186684829	186685625	peak314	671	.	2155.510	-1	-1
chr1	186732174	186732791	peak315	40	.	130.010	-1	-1
chr1	186817525	186818120	peak316	114	.	366.750	-1	-1
chr1	186818194	186818814	peak317	180	.	580.310	-1	-1
chr1	186823070	186823726	peak318	158	.	507.970	-1	-1
chr1	188206473	188207574	peak319	153	.	493.360	-1	-1
chr1	188675886	188676320	peak320	123	.	395.720	-1	-1
